No,ObservationDate,Province,Confirmed,Deaths,Recovered
1,3/1/2020,DKI Jakarta,39,20,41
2,3/2/2020,DKI Jakarta,41,20,41
3,3/2/2020,Indonesia,2,0,0
4,3/2/2020,Riau,2,0,3
5,3/3/2020,DKI Jakarta,43,20,41
6,3/3/2020,Indonesia,2,0,0
7,3/3/2020,Jawa Barat,1,1,8
8,3/3/2020,Riau,2,0,3
9,3/4/2020,DKI Jakarta,45,20,41
10,3/4/2020,Indonesia,2,0,0
11,3/4/2020,Jawa Barat,2,1,8
12,3/4/2020,Riau,2,0,3
13,3/5/2020,DKI Jakarta,45,21,41
14,3/5/2020,Indonesia,2,0,0
15,3/5/2020,Jawa Barat,3,1,8
16,3/5/2020,Riau,2,0,3
17,3/6/2020,Banten,1,5,74
18,3/6/2020,DKI Jakarta,45,21,41
19,3/6/2020,Indonesia,4,0,0
20,3/6/2020,Jawa Barat,4,1,8
21,3/6/2020,Riau,2,0,3
22,3/7/2020,Banten,1,5,74
23,3/7/2020,DKI Jakarta,45,23,41
24,3/7/2020,Indonesia,4,0,0
25,3/7/2020,Jawa Barat,4,1,8
26,3/7/2020,Riau,2,0,3
27,3/8/2020,Banten,2,5,77
28,3/8/2020,DKI Jakarta,45,23,41
29,3/8/2020,Indonesia,6,0,0
30,3/8/2020,Jawa Barat,4,1,8
31,3/8/2020,Jawa Tengah,1,8,8
32,3/8/2020,Riau,2,0,3
33,3/9/2020,Banten,2,5,77
34,3/9/2020,DKI Jakarta,45,24,41
35,3/9/2020,Indonesia,19,0,0
36,3/9/2020,Jawa Barat,4,1,8
37,3/9/2020,Jawa Tengah,1,8,8
38,3/9/2020,Riau,2,0,3
39,3/10/2020,Banten,2,5,85
40,3/10/2020,DKI Jakarta,45,24,41
41,3/10/2020,Indonesia,27,0,2
42,3/10/2020,Jawa Barat,4,1,8
43,3/10/2020,Jawa Tengah,1,8,8
44,3/10/2020,Riau,2,0,3
45,3/10/2020,Sulawesi Tenggara,1,0,0
46,3/11/2020,Bali,1,1,3
47,3/11/2020,Banten,2,5,93
48,3/11/2020,DKI Jakarta,45,24,41
49,3/11/2020,Indonesia,34,1,2
50,3/11/2020,Jawa Barat,4,2,8
51,3/11/2020,Jawa Tengah,3,9,9
52,3/11/2020,Riau,2,0,3
53,3/11/2020,Sulawesi Tenggara,1,0,0
54,3/12/2020,Bali,1,1,3
55,3/12/2020,Banten,2,6,95
56,3/12/2020,DKI Jakarta,47,25,45
57,3/12/2020,Indonesia,34,1,2
58,3/12/2020,Jawa Barat,5,2,8
59,3/12/2020,Jawa Tengah,3,9,9
60,3/12/2020,Riau,2,0,3
61,3/12/2020,Sulawesi Tenggara,1,0,0
62,3/13/2020,Bali,1,1,3
63,3/13/2020,Banten,3,7,95
64,3/13/2020,DKI Jakarta,51,26,48
65,3/13/2020,Indonesia,69,4,2
66,3/13/2020,Jawa Barat,9,2,9
67,3/13/2020,Jawa Tengah,3,9,9
68,3/13/2020,Riau,2,0,3
69,3/13/2020,Sulawesi Tenggara,1,0,0
70,3/14/2020,Bali,1,1,3
71,3/14/2020,Banten,4,7,97
72,3/14/2020,DKI Jakarta,53,27,49
73,3/14/2020,Indonesia,96,5,8
74,3/14/2020,Jawa Barat,9,2,9
75,3/14/2020,Jawa Tengah,5,9,10
76,3/14/2020,Kalimantan Timur,3,0,2
77,3/14/2020,Riau,2,0,3
78,3/14/2020,Sulawesi Tenggara,1,0,0
79,3/15/2020,Bali,1,1,3
80,3/15/2020,Banten,5,7,102
81,3/15/2020,DKI Jakarta,61,30,49
82,3/15/2020,Indonesia,117,5,8
83,3/15/2020,Jawa Barat,9,2,11
84,3/15/2020,Jawa Tengah,6,9,11
85,3/15/2020,Kalimantan Timur,5,0,2
86,3/15/2020,Riau,2,0,3
87,3/15/2020,Sulawesi Tenggara,1,0,0
88,3/16/2020,Bali,1,1,3
89,3/16/2020,Banten,6,7,106
90,3/16/2020,DKI Jakarta,63,33,49
91,3/16/2020,Daerah Istimewa Yogyakarta,1,0,1
92,3/16/2020,Indonesia,134,5,8
93,3/16/2020,Jawa Barat,9,2,13
94,3/16/2020,Jawa Tengah,7,9,11
95,3/16/2020,Kalimantan Timur,6,0,2
96,3/16/2020,Riau,2,0,3
97,3/16/2020,Sulawesi Tenggara,3,0,0
98,3/17/2020,Bali,1,1,3
99,3/17/2020,Banten,6,8,109
100,3/17/2020,DKI Jakarta,65,34,49
101,3/17/2020,Daerah Istimewa Yogyakarta,1,0,1
102,3/17/2020,Indonesia,172,5,9
103,3/17/2020,Jawa Barat,20,2,13
104,3/17/2020,Jawa Tengah,8,9,12
105,3/17/2020,Kalimantan Timur,7,0,2
106,3/17/2020,Riau,2,0,3
107,3/17/2020,Sulawesi Tenggara,3,0,0
108,3/17/2020,Sumatera Utara,1,1,0
109,3/18/2020,Bali,1,1,3
110,3/18/2020,Banten,6,9,110
111,3/18/2020,DKI Jakarta,66,35,49
112,3/18/2020,Daerah Istimewa Yogyakarta,1,0,1
113,3/18/2020,Indonesia,227,19,11
114,3/18/2020,Jawa Barat,24,3,15
115,3/18/2020,Jawa Tengah,11,10,12
116,3/18/2020,Jawa Timur,18,33,215
117,3/18/2020,Kalimantan Timur,7,0,2
118,3/18/2020,Riau,2,0,3
119,3/18/2020,Sulawesi Tenggara,3,0,0
120,3/18/2020,Sumatera Utara,1,1,0
121,3/19/2020,Bali,2,2,3
122,3/19/2020,Banten,6,10,113
123,3/19/2020,DKI Jakarta,68,35,50
124,3/19/2020,Daerah Istimewa Yogyakarta,1,0,1
125,3/19/2020,Indonesia,309,25,15
126,3/19/2020,Jawa Barat,29,4,16
127,3/19/2020,Jawa Tengah,13,10,12
128,3/19/2020,Jawa Timur,21,33,215
129,3/19/2020,Kalimantan Timur,7,0,2
130,3/19/2020,Kepulauan Riau,1,1,0
131,3/19/2020,Riau,2,0,3
132,3/19/2020,Sulawesi Selatan,2,0,1
133,3/19/2020,Sulawesi Tenggara,3,0,0
134,3/19/2020,Sumatera Utara,1,1,0
135,3/20/2020,Bali,2,2,3
136,3/20/2020,Banten,6,13,116
137,3/20/2020,DKI Jakarta,73,38,51
138,3/20/2020,Daerah Istimewa Yogyakarta,2,0,2
139,3/20/2020,Indonesia,369,32,17
140,3/20/2020,Jambi,1,0,0
141,3/20/2020,Jawa Barat,45,8,16
142,3/20/2020,Jawa Tengah,17,10,13
143,3/20/2020,Jawa Timur,30,33,215
144,3/20/2020,Kalimantan Timur,7,0,2
145,3/20/2020,Kepulauan Riau,1,1,0
146,3/20/2020,Riau,2,0,3
147,3/20/2020,Sulawesi Selatan,2,0,1
148,3/20/2020,Sulawesi Tenggara,3,0,0
149,3/20/2020,Sumatera Utara,1,1,0
150,3/21/2020,Bali,2,2,3
151,3/21/2020,Banten,6,13,118
152,3/21/2020,DKI Jakarta,81,41,57
153,3/21/2020,Daerah Istimewa Yogyakarta,2,0,2
154,3/21/2020,Indonesia,450,38,20
155,3/21/2020,Jambi,1,0,0
156,3/21/2020,Jawa Barat,50,8,16
157,3/21/2020,Jawa Tengah,18,11,13
158,3/21/2020,Jawa Timur,39,34,215
159,3/21/2020,Kalimantan Timur,7,0,2
160,3/21/2020,Kepulauan Riau,1,1,0
161,3/21/2020,Riau,2,0,3
162,3/21/2020,Sulawesi Selatan,2,0,1
163,3/21/2020,Sulawesi Tenggara,3,0,0
164,3/21/2020,Sumatera Utara,1,1,0
165,3/22/2020,Bali,2,2,3
166,3/22/2020,Banten,6,15,118
167,3/22/2020,DKI Jakarta,83,41,60
168,3/22/2020,Daerah Istimewa Yogyakarta,2,0,2
169,3/22/2020,Indonesia,514,48,29
170,3/22/2020,Jambi,1,0,0
171,3/22/2020,Jawa Barat,53,11,17
172,3/22/2020,Jawa Tengah,19,11,14
173,3/22/2020,Jawa Timur,53,34,215
174,3/22/2020,Kalimantan Timur,7,0,2
175,3/22/2020,Kepulauan Riau,1,1,0
176,3/22/2020,Maluku,1,0,0
177,3/22/2020,Papua,2,1,1
178,3/22/2020,Riau,2,0,3
179,3/22/2020,Sulawesi Selatan,2,0,1
180,3/22/2020,Sulawesi Tenggara,3,0,0
181,3/22/2020,Sumatera Utara,1,1,0
182,3/23/2020,Bali,2,2,3
183,3/23/2020,Banten,6,17,121
184,3/23/2020,DKI Jakarta,83,41,60
185,3/23/2020,Daerah Istimewa Yogyakarta,2,1,2
186,3/23/2020,Indonesia,579,49,30
187,3/23/2020,Jambi,1,0,0
188,3/23/2020,Jawa Barat,59,15,17
189,3/23/2020,Jawa Tengah,22,11,14
190,3/23/2020,Jawa Timur,55,35,215
191,3/23/2020,Kalimantan Timur,8,0,2
192,3/23/2020,Kepulauan Riau,1,1,0
193,3/23/2020,Maluku,1,0,0
194,3/23/2020,Maluku Utara,1,0,2
195,3/23/2020,Papua,2,1,1
196,3/23/2020,Riau,2,0,3
197,3/23/2020,Sulawesi Selatan,2,1,1
198,3/23/2020,Sulawesi Tenggara,3,0,0
199,3/23/2020,Sumatera Selatan,1,2,1
200,3/23/2020,Sumatera Utara,1,1,0
201,3/24/2020,Bali,2,2,3
202,3/24/2020,Banten,6,18,124
203,3/24/2020,DKI Jakarta,99,60,63
204,3/24/2020,Daerah Istimewa Yogyakarta,2,1,2
205,3/24/2020,Indonesia,685,55,30
206,3/24/2020,Jambi,1,0,0
207,3/24/2020,Jawa Barat,61,17,19
208,3/24/2020,Jawa Tengah,25,12,15
209,3/24/2020,Jawa Timur,58,36,215
210,3/24/2020,Kalimantan Timur,8,0,2
211,3/24/2020,Kepulauan Riau,1,1,0
212,3/24/2020,Maluku,1,0,0
213,3/24/2020,Maluku Utara,1,0,2
214,3/24/2020,Papua,2,1,1
215,3/24/2020,Riau,2,0,3
216,3/24/2020,Sulawesi Selatan,4,1,1
217,3/24/2020,Sulawesi Tenggara,3,0,0
218,3/24/2020,Sumatera Selatan,1,2,1
219,3/24/2020,Sumatera Utara,1,1,0
220,3/25/2020,Bali,2,2,3
221,3/25/2020,Banten,6,19,127
222,3/25/2020,DKI Jakarta,100,61,63
223,3/25/2020,Daerah Istimewa Yogyakarta,3,2,2
224,3/25/2020,Indonesia,790,58,31
225,3/25/2020,Jambi,1,0,0
226,3/25/2020,Jawa Barat,66,17,20
227,3/25/2020,Jawa Tengah,48,13,16
228,3/25/2020,Jawa Timur,67,36,216
229,3/25/2020,Kalimantan Timur,8,0,2
230,3/25/2020,Kepulauan Riau,1,1,0
231,3/25/2020,Maluku,1,0,0
232,3/25/2020,Maluku Utara,1,0,2
233,3/25/2020,Papua,2,1,1
234,3/25/2020,Riau,2,0,3
235,3/25/2020,Sulawesi Selatan,13,1,1
236,3/25/2020,Sulawesi Tenggara,3,0,0
237,3/25/2020,Sumatera Selatan,1,2,1
238,3/25/2020,Sumatera Utara,1,1,0
239,3/26/2020,Aceh,1,0,0
240,3/26/2020,Bali,2,2,3
241,3/26/2020,Banten,6,19,131
242,3/26/2020,DKI Jakarta,157,63,63
243,3/26/2020,Daerah Istimewa Yogyakarta,3,2,2
244,3/26/2020,Indonesia,893,78,35
245,3/26/2020,Jambi,1,0,0
246,3/26/2020,Jawa Barat,71,18,20
247,3/26/2020,Jawa Tengah,52,13,17
248,3/26/2020,Jawa Timur,80,37,216
249,3/26/2020,Kalimantan Tengah,2,1,39
250,3/26/2020,Kalimantan Timur,8,0,2
251,3/26/2020,Kepulauan Riau,1,1,0
252,3/26/2020,Lampung,2,1,0
253,3/26/2020,Maluku,1,0,0
254,3/26/2020,Maluku Utara,1,0,2
255,3/26/2020,Papua,6,1,1
256,3/26/2020,Riau,2,0,3
257,3/26/2020,Sulawesi Selatan,27,1,1
258,3/26/2020,Sulawesi Tengah,1,0,0
259,3/26/2020,Sulawesi Tenggara,3,0,0
260,3/26/2020,Sulawesi Utara,1,0,1
261,3/26/2020,Sumatera Barat,3,0,1
262,3/26/2020,Sumatera Selatan,1,2,1
263,3/26/2020,Sumatera Utara,1,1,0
264,3/27/2020,Aceh,4,0,0
265,3/27/2020,Bali,2,2,3
266,3/27/2020,Banten,31,21,134
267,3/27/2020,DKI Jakarta,231,70,69
268,3/27/2020,Daerah Istimewa Yogyakarta,4,2,2
269,3/27/2020,Indonesia,1046,87,46
270,3/27/2020,Jambi,1,0,0
271,3/27/2020,Jawa Barat,87,21,21
272,3/27/2020,Jawa Tengah,60,14,18
273,3/27/2020,Jawa Timur,83,38,216
274,3/27/2020,Kalimantan Tengah,2,1,39
275,3/27/2020,Kalimantan Timur,8,0,2
276,3/27/2020,Kepulauan Riau,1,1,0
277,3/27/2020,Lampung,3,1,0
278,3/27/2020,Maluku,1,0,0
279,3/27/2020,Maluku Utara,1,0,2
280,3/27/2020,Papua,6,1,1
281,3/27/2020,Papua Barat,2,1,0
282,3/27/2020,Riau,2,0,3
283,3/27/2020,Sulawesi Selatan,29,1,1
284,3/27/2020,Sulawesi Tengah,1,0,0
285,3/27/2020,Sulawesi Tenggara,3,0,0
286,3/27/2020,Sulawesi Utara,1,0,1
287,3/27/2020,Sumatera Barat,5,0,1
288,3/27/2020,Sumatera Selatan,1,2,1
289,3/27/2020,Sumatera Utara,1,2,0
290,3/28/2020,Aceh,5,0,0
291,3/28/2020,Bali,2,2,3
292,3/28/2020,Banten,41,23,141
293,3/28/2020,DKI Jakarta,279,79,78
294,3/28/2020,Daerah Istimewa Yogyakarta,4,2,2
295,3/28/2020,Indonesia,1155,102,59
296,3/28/2020,Jambi,1,0,0
297,3/28/2020,Jawa Barat,106,24,22
298,3/28/2020,Jawa Tengah,75,16,20
299,3/28/2020,Jawa Timur,97,40,218
300,3/28/2020,Kalimantan Tengah,3,1,39
301,3/28/2020,Kalimantan Timur,13,0,2
302,3/28/2020,Kalimantan Utara,2,0,0
303,3/28/2020,Kepulauan Riau,2,1,2
304,3/28/2020,Lampung,3,1,0
305,3/28/2020,Maluku,1,0,0
306,3/28/2020,Maluku Utara,1,0,2
307,3/28/2020,Papua,6,1,1
308,3/28/2020,Papua Barat,2,1,0
309,3/28/2020,Riau,2,0,3
310,3/28/2020,Sulawesi Barat,1,0,0
311,3/28/2020,Sulawesi Selatan,32,1,1
312,3/28/2020,Sulawesi Tengah,2,0,0
313,3/28/2020,Sulawesi Tenggara,3,0,0
314,3/28/2020,Sulawesi Utara,1,0,1
315,3/28/2020,Sumatera Barat,5,0,1
316,3/28/2020,Sumatera Selatan,2,2,1
317,3/28/2020,Sumatera Utara,1,2,0
318,3/29/2020,Aceh,5,0,0
319,3/29/2020,Bali,3,2,3
320,3/29/2020,Banten,43,25,143
321,3/29/2020,DKI Jakarta,331,89,78
322,3/29/2020,Daerah Istimewa Yogyakarta,4,2,2
323,3/29/2020,Indonesia,1285,114,64
324,3/29/2020,Jambi,1,0,0
325,3/29/2020,Jawa Barat,133,27,25
326,3/29/2020,Jawa Tengah,86,19,20
327,3/29/2020,Jawa Timur,109,41,246
328,3/29/2020,Kalimantan Barat,7,2,5
329,3/29/2020,Kalimantan Tengah,3,1,39
330,3/29/2020,Kalimantan Timur,13,0,2
331,3/29/2020,Kalimantan Utara,2,0,0
332,3/29/2020,Kepulauan Riau,2,1,2
333,3/29/2020,Lampung,3,1,0
334,3/29/2020,Maluku,1,0,0
335,3/29/2020,Maluku Utara,1,0,2
336,3/29/2020,Papua,8,1,1
337,3/29/2020,Papua Barat,2,1,0
338,3/29/2020,Riau,3,0,3
339,3/29/2020,Sulawesi Barat,1,0,0
340,3/29/2020,Sulawesi Selatan,47,1,1
341,3/29/2020,Sulawesi Tengah,2,0,0
342,3/29/2020,Sulawesi Tenggara,3,0,0
343,3/29/2020,Sulawesi Utara,1,0,1
344,3/29/2020,Sumatera Barat,5,0,1
345,3/29/2020,Sumatera Selatan,2,2,1
346,3/29/2020,Sumatera Utara,1,2,0
347,3/30/2020,Aceh,5,0,0
348,3/30/2020,Bali,12,2,3
349,3/30/2020,Banten,65,25,146
350,3/30/2020,DKI Jakarta,364,96,78
351,3/30/2020,Daerah Istimewa Yogyakarta,6,2,3
352,3/30/2020,Indonesia,1414,122,75
353,3/30/2020,Jambi,2,0,0
354,3/30/2020,Jawa Barat,152,30,30
355,3/30/2020,Jawa Tengah,103,20,21
356,3/30/2020,Jawa Timur,116,43,246
357,3/30/2020,Kalimantan Barat,8,2,5
358,3/30/2020,Kalimantan Selatan,5,0,0
359,3/30/2020,Kalimantan Tengah,3,1,39
360,3/30/2020,Kalimantan Timur,13,0,2
361,3/30/2020,Kalimantan Utara,2,0,0
362,3/30/2020,Kepulauan Bangka Belitung,1,0,0
363,3/30/2020,Kepulauan Riau,4,3,2
364,3/30/2020,Lampung,7,2,0
365,3/30/2020,Maluku,1,0,0
366,3/30/2020,Maluku Utara,1,0,2
367,3/30/2020,Papua,8,1,1
368,3/30/2020,Papua Barat,2,1,0
369,3/30/2020,Riau,4,0,3
370,3/30/2020,Sulawesi Barat,1,0,0
371,3/30/2020,Sulawesi Selatan,51,3,1
372,3/30/2020,Sulawesi Tengah,2,0,0
373,3/30/2020,Sulawesi Tenggara,3,0,0
374,3/30/2020,Sulawesi Utara,1,0,1
375,3/30/2020,Sumatera Barat,8,0,1
376,3/30/2020,Sumatera Selatan,2,2,1
377,3/30/2020,Sumatera Utara,7,2,0
378,3/31/2020,Aceh,5,0,0
379,3/31/2020,Bali,12,2,4
380,3/31/2020,Banten,79,27,147
381,3/31/2020,Bengkulu,1,1,1
382,3/31/2020,DKI Jakarta,408,106,78
383,3/31/2020,Daerah Istimewa Yogyakarta,11,2,3
384,3/31/2020,Indonesia,1528,136,81
385,3/31/2020,Jambi,2,0,0
386,3/31/2020,Jawa Barat,159,30,33
387,3/31/2020,Jawa Tengah,118,22,21
388,3/31/2020,Jawa Timur,117,43,246
389,3/31/2020,Kalimantan Barat,8,2,5
390,3/31/2020,Kalimantan Selatan,7,0,0
391,3/31/2020,Kalimantan Tengah,7,1,41
392,3/31/2020,Kalimantan Timur,16,1,2
393,3/31/2020,Kalimantan Utara,2,0,0
394,3/31/2020,Kepulauan Bangka Belitung,2,1,0
395,3/31/2020,Kepulauan Riau,5,3,2
396,3/31/2020,Lampung,7,3,0
397,3/31/2020,Maluku,1,0,0
398,3/31/2020,Maluku Utara,1,0,2
399,3/31/2020,Nusa Tenggara Barat,2,0,0
400,3/31/2020,Papua,9,1,2
401,3/31/2020,Papua Barat,2,1,0
402,3/31/2020,Riau,4,0,3
403,3/31/2020,Sulawesi Barat,1,0,0
404,3/31/2020,Sulawesi Selatan,51,4,1
405,3/31/2020,Sulawesi Tengah,2,0,0
406,3/31/2020,Sulawesi Tenggara,3,0,0
407,3/31/2020,Sulawesi Utara,1,0,1
408,3/31/2020,Sumatera Barat,8,0,1
409,3/31/2020,Sumatera Selatan,5,2,1
410,3/31/2020,Sumatera Utara,13,4,0
411,4/1/2020,Aceh,5,0,0
412,4/1/2020,Bali,18,2,5
413,4/1/2020,Banten,91,28,153
414,4/1/2020,Bengkulu,1,1,1
415,4/1/2020,DKI Jakarta,467,107,78
416,4/1/2020,Daerah Istimewa Yogyakarta,17,2,4
417,4/1/2020,Indonesia,1677,157,103
418,4/1/2020,Jambi,2,0,0
419,4/1/2020,Jawa Barat,179,31,35
420,4/1/2020,Jawa Tengah,137,30,37
421,4/1/2020,Jawa Timur,126,47,323
422,4/1/2020,Kalimantan Barat,9,2,5
423,4/1/2020,Kalimantan Selatan,7,0,0
424,4/1/2020,Kalimantan Tengah,7,1,41
425,4/1/2020,Kalimantan Timur,17,1,2
426,4/1/2020,Kalimantan Utara,2,0,0
427,4/1/2020,Kepulauan Bangka Belitung,2,1,0
428,4/1/2020,Kepulauan Riau,5,3,2
429,4/1/2020,Lampung,7,3,0
430,4/1/2020,Maluku,1,0,1
431,4/1/2020,Maluku Utara,1,0,2
432,4/1/2020,Nusa Tenggara Barat,4,0,0
433,4/1/2020,Papua,9,1,3
434,4/1/2020,Papua Barat,2,1,0
435,4/1/2020,Riau,4,1,3
436,4/1/2020,Sulawesi Barat,1,0,0
437,4/1/2020,Sulawesi Selatan,65,4,1
438,4/1/2020,Sulawesi Tengah,2,0,0
439,4/1/2020,Sulawesi Tenggara,3,0,0
440,4/1/2020,Sulawesi Utara,3,0,1
441,4/1/2020,Sumatera Barat,8,0,1
442,4/1/2020,Sumatera Selatan,5,2,1
443,4/1/2020,Sumatera Utara,15,4,0
444,4/2/2020,Aceh,5,0,0
445,4/2/2020,Bali,18,2,5
446,4/2/2020,Banten,97,30,154
447,4/2/2020,Bengkulu,1,1,1
448,4/2/2020,DKI Jakarta,537,112,80
449,4/2/2020,Daerah Istimewa Yogyakarta,17,3,4
450,4/2/2020,Indonesia,1790,170,112
451,4/2/2020,Jambi,2,0,0
452,4/2/2020,Jawa Barat,194,36,36
453,4/2/2020,Jawa Tengah,142,32,39
454,4/2/2020,Jawa Timur,126,59,414
455,4/2/2020,Kalimantan Barat,9,3,5
456,4/2/2020,Kalimantan Selatan,7,0,0
457,4/2/2020,Kalimantan Tengah,7,1,41
458,4/2/2020,Kalimantan Timur,17,1,2
459,4/2/2020,Kalimantan Utara,2,0,0
460,4/2/2020,Kepulauan Bangka Belitung,2,1,0
461,4/2/2020,Kepulauan Riau,7,4,4
462,4/2/2020,Lampung,7,3,0
463,4/2/2020,Maluku,1,0,1
464,4/2/2020,Maluku Utara,1,0,2
465,4/2/2020,Nusa Tenggara Barat,4,0,0
466,4/2/2020,Papua,9,1,4
467,4/2/2020,Papua Barat,2,1,0
468,4/2/2020,Riau,8,1,3
469,4/2/2020,Sulawesi Barat,1,0,0
470,4/2/2020,Sulawesi Selatan,65,6,5
471,4/2/2020,Sulawesi Tengah,2,1,0
472,4/2/2020,Sulawesi Tenggara,3,0,0
473,4/2/2020,Sulawesi Utara,3,0,1
474,4/2/2020,Sumatera Barat,8,0,1
475,4/2/2020,Sumatera Selatan,11,2,1
476,4/2/2020,Sumatera Utara,15,4,0
477,4/3/2020,Aceh,5,0,0
478,4/3/2020,Bali,21,2,5
479,4/3/2020,Banten,101,30,158
480,4/3/2020,Bengkulu,2,1,1
481,4/3/2020,DKI Jakarta,608,118,82
482,4/3/2020,Daerah Istimewa Yogyakarta,17,3,4
483,4/3/2020,Indonesia,1986,181,134
484,4/3/2020,Jambi,2,0,0
485,4/3/2020,Jawa Barat,196,37,38
486,4/3/2020,Jawa Tengah,161,33,44
487,4/3/2020,Jawa Timur,173,60,421
488,4/3/2020,Kalimantan Barat,9,3,5
489,4/3/2020,Kalimantan Selatan,7,0,0
490,4/3/2020,Kalimantan Tengah,9,1,41
491,4/3/2020,Kalimantan Timur,18,1,2
492,4/3/2020,Kalimantan Utara,8,0,0
493,4/3/2020,Kepulauan Bangka Belitung,2,1,0
494,4/3/2020,Kepulauan Riau,9,4,4
495,4/3/2020,Lampung,10,4,0
496,4/3/2020,Maluku,1,0,1
497,4/3/2020,Maluku Utara,1,0,2
498,4/3/2020,Nusa Tenggara Barat,4,0,0
499,4/3/2020,Papua,15,2,4
500,4/3/2020,Papua Barat,2,1,0
501,4/3/2020,Riau,11,1,3
502,4/3/2020,Sulawesi Barat,2,0,0
503,4/3/2020,Sulawesi Selatan,80,6,5
504,4/3/2020,Sulawesi Tengah,4,2,0
505,4/3/2020,Sulawesi Tenggara,5,0,0
506,4/3/2020,Sulawesi Utara,3,0,1
507,4/3/2020,Sumatera Barat,8,0,1
508,4/3/2020,Sumatera Selatan,12,2,1
509,4/3/2020,Sumatera Utara,15,4,0
510,4/4/2020,Aceh,5,0,0
511,4/4/2020,Bali,26,2,5
512,4/4/2020,Banten,104,32,160
513,4/4/2020,Bengkulu,2,1,1
514,4/4/2020,DKI Jakarta,665,126,87
515,4/4/2020,Daerah Istimewa Yogyakarta,22,3,4
516,4/4/2020,Indonesia,2092,191,150
517,4/4/2020,Jambi,2,0,0
518,4/4/2020,Jawa Barat,216,41,40
519,4/4/2020,Jawa Tengah,176,34,47
520,4/4/2020,Jawa Timur,178,62,424
521,4/4/2020,Kalimantan Barat,9,3,5
522,4/4/2020,Kalimantan Selatan,7,0,0
523,4/4/2020,Kalimantan Tengah,10,1,43
524,4/4/2020,Kalimantan Timur,20,1,3
525,4/4/2020,Kalimantan Utara,8,0,0
526,4/4/2020,Kepulauan Bangka Belitung,2,1,0
527,4/4/2020,Kepulauan Riau,9,4,4
528,4/4/2020,Lampung,10,4,0
529,4/4/2020,Maluku,1,0,1
530,4/4/2020,Maluku Utara,1,0,2
531,4/4/2020,Nusa Tenggara Barat,4,0,0
532,4/4/2020,Papua,17,2,5
533,4/4/2020,Papua Barat,2,1,0
534,4/4/2020,Riau,11,1,4
535,4/4/2020,Sulawesi Barat,2,0,0
536,4/4/2020,Sulawesi Selatan,80,8,10
537,4/4/2020,Sulawesi Tengah,4,2,0
538,4/4/2020,Sulawesi Tenggara,5,0,1
539,4/4/2020,Sulawesi Utara,3,1,1
540,4/4/2020,Sumatera Barat,8,0,1
541,4/4/2020,Sumatera Selatan,12,2,2
542,4/4/2020,Sumatera Utara,18,5,0
543,4/5/2020,Aceh,5,0,0
544,4/5/2020,Bali,31,2,9
545,4/5/2020,Banten,108,34,164
546,4/5/2020,Bengkulu,2,1,1
547,4/5/2020,DKI Jakarta,752,137,89
548,4/5/2020,Daerah Istimewa Yogyakarta,23,3,4
549,4/5/2020,Indonesia,2273,198,164
550,4/5/2020,Jambi,2,0,0
551,4/5/2020,Jawa Barat,222,43,41
552,4/5/2020,Jawa Tengah,179,34,47
553,4/5/2020,Jawa Timur,213,64,432
554,4/5/2020,Kalimantan Barat,9,3,5
555,4/5/2020,Kalimantan Selatan,15,1,0
556,4/5/2020,Kalimantan Tengah,10,1,43
557,4/5/2020,Kalimantan Timur,21,1,3
558,4/5/2020,Kalimantan Utara,8,0,0
559,4/5/2020,Kepulauan Bangka Belitung,2,1,0
560,4/5/2020,Kepulauan Riau,10,4,4
561,4/5/2020,Lampung,10,4,0
562,4/5/2020,Maluku,1,0,1
563,4/5/2020,Maluku Utara,1,0,2
564,4/5/2020,Nusa Tenggara Barat,4,0,0
565,4/5/2020,Papua,25,2,5
566,4/5/2020,Papua Barat,2,1,0
567,4/5/2020,Riau,12,2,4
568,4/5/2020,Sulawesi Barat,2,0,0
569,4/5/2020,Sulawesi Selatan,82,10,21
570,4/5/2020,Sulawesi Tengah,5,2,0
571,4/5/2020,Sulawesi Tenggara,5,0,1
572,4/5/2020,Sulawesi Utara,3,1,1
573,4/5/2020,Sumatera Barat,8,0,1
574,4/5/2020,Sumatera Selatan,16,2,2
575,4/5/2020,Sumatera Utara,18,5,0
576,4/6/2020,Aceh,5,0,0
577,4/6/2020,Bali,38,2,9
578,4/6/2020,Banten,119,36,172
579,4/6/2020,Bengkulu,2,1,1
580,4/6/2020,DKI Jakarta,855,144,96
581,4/6/2020,Daerah Istimewa Yogyakarta,26,3,5
582,4/6/2020,Indonesia,2491,209,192
583,4/6/2020,Jambi,2,0,0
584,4/6/2020,Jawa Barat,232,46,45
585,4/6/2020,Jawa Tengah,198,39,48
586,4/6/2020,Jawa Timur,222,69,443
587,4/6/2020,Kalimantan Barat,9,3,5
588,4/6/2020,Kalimantan Selatan,17,1,0
589,4/6/2020,Kalimantan Tengah,19,1,43
590,4/6/2020,Kalimantan Timur,27,1,3
591,4/6/2020,Kalimantan Utara,15,0,0
592,4/6/2020,Kepulauan Bangka Belitung,2,1,0
593,4/6/2020,Kepulauan Riau,10,4,4
594,4/6/2020,Lampung,11,4,0
595,4/6/2020,Maluku,1,0,1
596,4/6/2020,Maluku Utara,1,0,2
597,4/6/2020,Nusa Tenggara Barat,7,0,0
598,4/6/2020,Papua,25,3,5
599,4/6/2020,Papua Barat,2,1,0
600,4/6/2020,Riau,13,2,4
601,4/6/2020,Sulawesi Barat,2,0,0
