No,ObservationDate,Province,Confirmed,Deaths,Recovered
4037,7/14/2020,Bengkulu,168,16,105
4038,7/14/2020,DKI Jakarta,14862,699,9443
4039,7/14/2020,Daerah Istimewa Yogyakarta,386,11,311
4040,7/14/2020,Gorontalo,386,20,248
4041,7/14/2020,Indonesia,78572,3710,37636
4042,7/14/2020,Jambi,124,3,93
4043,7/14/2020,Jawa Barat,5603,192,2146
4044,7/14/2020,Jawa Tengah,7943,500,3144
4045,7/14/2020,Jawa Timur,16608,1540,9737
4046,7/14/2020,Kalimantan Barat,355,4,342
4047,7/14/2020,Kalimantan Selatan,4379,225,1463
4048,7/14/2020,Kalimantan Tengah,1254,72,599
4049,7/14/2020,Kalimantan Timur,722,17,514
4050,7/14/2020,Kalimantan Utara,215,2,188
4051,7/14/2020,Kepulauan Bangka Belitung,175,2,146
4052,7/14/2020,Kepulauan Riau,337,16,296
4053,7/14/2020,Lampung,209,13,168
4054,7/14/2020,Maluku,900,17,568
4055,7/14/2020,Maluku Utara,1175,38,142
4056,7/14/2020,Nusa Tenggara Barat,1592,82,1019
4057,7/14/2020,Nusa Tenggara Timur,121,1,92
4058,7/14/2020,Papua,2339,23,1100
4059,7/14/2020,Papua Barat,292,4,198
4060,7/14/2020,Riau,249,11,224
4061,7/14/2020,Sulawesi Barat,146,3,98
4062,7/14/2020,Sulawesi Selatan,7243,231,3140
4063,7/14/2020,Sulawesi Tengah,194,6,168
4064,7/14/2020,Sulawesi Tenggara,521,10,340
4065,7/14/2020,Sulawesi Utara,1696,111,390
4066,7/14/2020,Sumatera Barat,803,32,686
4067,7/14/2020,Sumatera Selatan,2754,133,1326
4068,7/14/2020,Sumatera Utara,2495,130,600
4069,7/15/2020,Aceh,137,7,65
4070,7/15/2020,Bali,2406,16,736
4071,7/15/2020,Banten,1585,91,1246
4072,7/15/2020,Bengkulu,170,16,106
4073,7/15/2020,DKI Jakarta,15113,704,9640
4074,7/15/2020,Daerah Istimewa Yogyakarta,395,11,314
4075,7/15/2020,Gorontalo,393,20,261
4076,7/15/2020,Indonesia,80094,3797,39050
4077,7/15/2020,Jambi,125,3,95
4078,7/15/2020,Jawa Barat,5683,194,2273
4079,7/15/2020,Jawa Tengah,8298,510,3256
4080,7/15/2020,Jawa Timur,16869,1579,10052
4081,7/15/2020,Kalimantan Barat,355,4,342
4082,7/15/2020,Kalimantan Selatan,4488,233,1504
4083,7/15/2020,Kalimantan Tengah,1254,72,620
4084,7/15/2020,Kalimantan Timur,756,17,521
4085,7/15/2020,Kalimantan Utara,215,2,188
4086,7/15/2020,Kepulauan Bangka Belitung,176,2,151
4087,7/15/2020,Kepulauan Riau,341,16,301
4088,7/15/2020,Lampung,215,13,169
4089,7/15/2020,Maluku,920,17,579
4090,7/15/2020,Maluku Utara,1214,38,145
4091,7/15/2020,Nusa Tenggara Barat,1618,85,1033
4092,7/15/2020,Nusa Tenggara Timur,121,1,92
4093,7/15/2020,Papua,2407,26,1159
4094,7/15/2020,Papua Barat,292,4,202
4095,7/15/2020,Riau,249,11,225
4096,7/15/2020,Sulawesi Barat,152,3,98
4097,7/15/2020,Sulawesi Selatan,7394,243,3255
4098,7/15/2020,Sulawesi Tengah,195,6,175
4099,7/15/2020,Sulawesi Tenggara,531,11,344
4100,7/15/2020,Sulawesi Utara,1740,111,402
4101,7/15/2020,Sumatera Barat,805,32,691
4102,7/15/2020,Sumatera Selatan,2784,133,1340
4103,7/15/2020,Sumatera Utara,2591,130,608
4104,7/16/2020,Aceh,140,8,66
4105,7/16/2020,Bali,2518,16,762
4106,7/16/2020,Banten,1602,91,1259
4107,7/16/2020,Bengkulu,171,16,107
4108,7/16/2020,DKI Jakarta,15422,712,9775
4109,7/16/2020,Daerah Istimewa Yogyakarta,403,11,314
4110,7/16/2020,Gorontalo,417,21,270
4111,7/16/2020,Indonesia,81668,3873,40345
4112,7/16/2020,Jambi,125,3,95
4113,7/16/2020,Jawa Barat,5738,195,2301
4114,7/16/2020,Jawa Tengah,8602,518,3508
4115,7/16/2020,Jawa Timur,17060,1596,10306
4116,7/16/2020,Kalimantan Barat,359,4,343
4117,7/16/2020,Kalimantan Selatan,4621,235,1570
4118,7/16/2020,Kalimantan Tengah,1266,73,653
4119,7/16/2020,Kalimantan Timur,780,17,536
4120,7/16/2020,Kalimantan Utara,215,2,189
4121,7/16/2020,Kepulauan Bangka Belitung,176,2,167
4122,7/16/2020,Kepulauan Riau,341,16,301
4123,7/16/2020,Lampung,219,13,169
4124,7/16/2020,Maluku,926,17,598
4125,7/16/2020,Maluku Utara,1241,38,149
4126,7/16/2020,Nusa Tenggara Barat,1648,85,1060
4127,7/16/2020,Nusa Tenggara Timur,121,1,93
4128,7/16/2020,Papua,2462,27,1168
4129,7/16/2020,Papua Barat,296,4,202
4130,7/16/2020,Riau,254,11,227
4131,7/16/2020,Sulawesi Barat,154,3,102
4132,7/16/2020,Sulawesi Selatan,7573,258,3467
4133,7/16/2020,Sulawesi Tengah,195,6,175
4134,7/16/2020,Sulawesi Tenggara,540,11,346
4135,7/16/2020,Sulawesi Utara,1769,112,417
4136,7/16/2020,Sumatera Barat,806,32,694
4137,7/16/2020,Sumatera Selatan,2829,136,1361
4138,7/16/2020,Sumatera Utara,2689,135,637
4139,7/17/2020,Aceh,145,8,66
4140,7/17/2020,Bali,2603,17,782
4141,7/17/2020,Banten,1613,91,1264
4142,7/17/2020,Bengkulu,173,16,108
4143,7/17/2020,DKI Jakarta,15679,718,9914
4144,7/17/2020,Daerah Istimewa Yogyakarta,407,11,316
4145,7/17/2020,Gorontalo,426,24,305
4146,7/17/2020,Indonesia,83130,3957,41834
4147,7/17/2020,Jambi,126,3,98
4148,7/17/2020,Jawa Barat,5795,197,2347
4149,7/17/2020,Jawa Tengah,8923,525,3732
4150,7/17/2020,Jawa Timur,17309,1617,10612
4151,7/17/2020,Kalimantan Barat,359,4,343
4152,7/17/2020,Kalimantan Selatan,4722,242,1612
4153,7/17/2020,Kalimantan Tengah,1324,75,682
4154,7/17/2020,Kalimantan Timur,823,17,554
4155,7/17/2020,Kalimantan Utara,216,2,191
4156,7/17/2020,Kepulauan Bangka Belitung,176,2,167
4157,7/17/2020,Kepulauan Riau,341,16,301
4158,7/17/2020,Lampung,220,13,170
4159,7/17/2020,Maluku,928,17,599
4160,7/17/2020,Maluku Utara,1252,38,154
4161,7/17/2020,Nusa Tenggara Barat,1669,86,1071
4162,7/17/2020,Nusa Tenggara Timur,121,1,93
4163,7/17/2020,Papua,2483,27,1203
4164,7/17/2020,Papua Barat,301,4,203
4165,7/17/2020,Riau,259,11,227
4166,7/17/2020,Sulawesi Barat,154,3,103
4167,7/17/2020,Sulawesi Selatan,7672,261,3582
4168,7/17/2020,Sulawesi Tengah,195,6,175
4169,7/17/2020,Sulawesi Tenggara,554,11,361
4170,7/17/2020,Sulawesi Utara,1797,113,524
4171,7/17/2020,Sumatera Barat,813,32,696
4172,7/17/2020,Sumatera Selatan,2899,138,1388
4173,7/17/2020,Sumatera Utara,2772,142,658
4174,7/18/2020,Aceh,145,8,66
4175,7/18/2020,Bali,2674,17,796
4176,7/18/2020,Banten,1621,92,1275
4177,7/18/2020,Bengkulu,179,16,108
4178,7/18/2020,DKI Jakarta,16018,726,10035
4179,7/18/2020,Daerah Istimewa Yogyakarta,415,11,324
4180,7/18/2020,Gorontalo,427,26,308
4181,7/18/2020,Indonesia,84882,4016,43268
4182,7/18/2020,Jambi,132,3,101
4183,7/18/2020,Jawa Barat,5862,198,2369
4184,7/18/2020,Jawa Tengah,9248,531,4023
4185,7/18/2020,Jawa Timur,17566,1643,10836
4186,7/18/2020,Kalimantan Barat,359,4,349
4187,7/18/2020,Kalimantan Selatan,4829,245,1700
4188,7/18/2020,Kalimantan Tengah,1324,77,688
4189,7/18/2020,Kalimantan Timur,848,17,567
4190,7/18/2020,Kalimantan Utara,216,2,192
4191,7/18/2020,Kepulauan Bangka Belitung,177,2,168
4192,7/18/2020,Kepulauan Riau,344,16,301
4193,7/18/2020,Lampung,229,13,170
4194,7/18/2020,Maluku,929,18,599
4195,7/18/2020,Maluku Utara,1285,38,177
4196,7/18/2020,Nusa Tenggara Barat,1694,89,1084
4197,7/18/2020,Nusa Tenggara Timur,131,1,105
4198,7/18/2020,Papua,2541,27,1214
4199,7/18/2020,Papua Barat,339,5,205
4200,7/18/2020,Riau,264,11,227
4201,7/18/2020,Sulawesi Barat,158,3,104
4202,7/18/2020,Sulawesi Selatan,7839,263,3660
4203,7/18/2020,Sulawesi Tengah,195,6,175
4204,7/18/2020,Sulawesi Tenggara,575,11,364
4205,7/18/2020,Sulawesi Utara,1851,114,600
4206,7/18/2020,Sumatera Barat,817,32,701
4207,7/18/2020,Sumatera Selatan,2966,139,1392
4208,7/18/2020,Sumatera Utara,2921,145,697
4209,7/19/2020,Aceh,146,9,66
4210,7/19/2020,Bali,2728,18,832
4211,7/19/2020,Banten,1638,95,1279
4212,7/19/2020,Bengkulu,181,16,111
4213,7/19/2020,DKI Jakarta,16337,735,10362
4214,7/19/2020,Daerah Istimewa Yogyakarta,430,12,324
4215,7/19/2020,Gorontalo,433,26,315
4216,7/19/2020,Indonesia,86521,4143,45401
4217,7/19/2020,Jambi,132,3,104
4218,7/19/2020,Jawa Barat,5886,198,2375
4219,7/19/2020,Jawa Tengah,9609,565,4447
4220,7/19/2020,Jawa Timur,17868,1687,11121
4221,7/19/2020,Kalimantan Barat,359,4,353
4222,7/19/2020,Kalimantan Selatan,4939,250,1730
4223,7/19/2020,Kalimantan Tengah,1398,79,762
4224,7/19/2020,Kalimantan Timur,868,18,568
4225,7/19/2020,Kalimantan Utara,216,2,192
4226,7/19/2020,Kepulauan Bangka Belitung,177,2,168
4227,7/19/2020,Kepulauan Riau,345,16,301
4228,7/19/2020,Lampung,231,13,174
4229,7/19/2020,Maluku,960,20,603
4230,7/19/2020,Maluku Utara,1293,38,187
4231,7/19/2020,Nusa Tenggara Barat,1725,94,1103
4232,7/19/2020,Nusa Tenggara Timur,131,1,105
4233,7/19/2020,Papua,2591,28,1227
4234,7/19/2020,Papua Barat,341,5,209
4235,7/19/2020,Riau,275,11,228
4236,7/19/2020,Sulawesi Barat,159,3,105
4237,7/19/2020,Sulawesi Selatan,7995,271,4177
4238,7/19/2020,Sulawesi Tengah,196,6,176
4239,7/19/2020,Sulawesi Tenggara,587,11,372
4240,7/19/2020,Sulawesi Utara,1898,116,621
4241,7/19/2020,Sumatera Barat,826,33,705
4242,7/19/2020,Sumatera Selatan,3012,140,1409
4243,7/19/2020,Sumatera Utara,2935,146,722
4244,7/20/2020,Aceh,148,9,67
4245,7/20/2020,Bali,2764,19,849
4246,7/20/2020,Banten,1646,95,1302
4247,7/20/2020,Bengkulu,181,16,111
4248,7/20/2020,DKI Jakarta,16718,744,10517
4249,7/20/2020,Daerah Istimewa Yogyakarta,436,13,327
4250,7/20/2020,Gorontalo,538,28,315
4251,7/20/2020,Indonesia,88214,4239,46977
4252,7/20/2020,Jambi,132,3,104
4253,7/20/2020,Jawa Barat,5949,199,2442
4254,7/20/2020,Jawa Tengah,10017,607,4763
4255,7/20/2020,Jawa Timur,18155,1713,11378
4256,7/20/2020,Kalimantan Barat,359,4,353
4257,7/20/2020,Kalimantan Selatan,4991,256,1829
4258,7/20/2020,Kalimantan Tengah,1398,79,762
4259,7/20/2020,Kalimantan Timur,893,19,588
4260,7/20/2020,Kalimantan Utara,217,2,209
4261,7/20/2020,Kepulauan Bangka Belitung,181,2,168
4262,7/20/2020,Kepulauan Riau,346,16,303
4263,7/20/2020,Lampung,231,13,177
4264,7/20/2020,Maluku,979,20,613
4265,7/20/2020,Maluku Utara,1296,38,192
4266,7/20/2020,Nusa Tenggara Barat,1759,96,1104
4267,7/20/2020,Nusa Tenggara Timur,134,1,108
4268,7/20/2020,Papua,2632,28,1237
4269,7/20/2020,Papua Barat,368,5,212
4270,7/20/2020,Riau,290,11,233
4271,7/20/2020,Sulawesi Barat,166,3,114
4272,7/20/2020,Sulawesi Selatan,8121,273,4454
4273,7/20/2020,Sulawesi Tengah,196,6,176
4274,7/20/2020,Sulawesi Tenggara,635,11,379
4275,7/20/2020,Sulawesi Utara,1962,118,660
4276,7/20/2020,Sumatera Barat,828,33,705
4277,7/20/2020,Sumatera Selatan,3054,142,1410
4278,7/20/2020,Sumatera Utara,2950,149,771
4279,7/21/2020,Aceh,149,9,72
4280,7/21/2020,Bali,2852,19,858
4281,7/21/2020,Banten,1654,95,1323
4282,7/21/2020,Bengkulu,181,16,112
4283,7/21/2020,DKI Jakarta,17150,752,10783
4284,7/21/2020,Daerah Istimewa Yogyakarta,464,14,330
4285,7/21/2020,Gorontalo,617,29,315
4286,7/21/2020,Indonesia,89869,4320,48466
4287,7/21/2020,Jambi,134,3,104
4288,7/21/2020,Jawa Barat,6012,203,2498
4289,7/21/2020,Jawa Tengah,10214,630,4974
4290,7/21/2020,Jawa Timur,18460,1738,11748
4291,7/21/2020,Kalimantan Barat,359,4,353
4292,7/21/2020,Kalimantan Selatan,5083,261,2020
4293,7/21/2020,Kalimantan Tengah,1412,79,792
4294,7/21/2020,Kalimantan Timur,964,19,593
4295,7/21/2020,Kalimantan Utara,217,2,209
4296,7/21/2020,Kepulauan Bangka Belitung,181,2,168
4297,7/21/2020,Kepulauan Riau,346,16,303
4298,7/21/2020,Lampung,232,13,178
4299,7/21/2020,Maluku,998,20,622
4300,7/21/2020,Maluku Utara,1338,38,198
4301,7/21/2020,Nusa Tenggara Barat,1777,98,1118
4302,7/21/2020,Nusa Tenggara Timur,137,1,112
4303,7/21/2020,Papua,2641,31,1244
4304,7/21/2020,Papua Barat,371,5,213
4305,7/21/2020,Riau,313,11,235
4306,7/21/2020,Sulawesi Barat,167,3,114
4307,7/21/2020,Sulawesi Selatan,8214,277,4660
4308,7/21/2020,Sulawesi Tengah,196,6,178
4309,7/21/2020,Sulawesi Tenggara,670,11,382
4310,7/21/2020,Sulawesi Utara,2000,121,711
4311,7/21/2020,Sumatera Barat,836,33,712
4312,7/21/2020,Sumatera Selatan,3112,144,1419
4313,7/21/2020,Sumatera Utara,2992,153,801
4314,7/22/2020,Aceh,151,9,76
4315,7/22/2020,Bali,2929,19,892
4316,7/22/2020,Banten,1657,95,1338
4317,7/22/2020,Bengkulu,185,16,112
4318,7/22/2020,DKI Jakarta,17537,757,11150
4319,7/22/2020,Daerah Istimewa Yogyakarta,485,16,331
4320,7/22/2020,Gorontalo,617,30,315
4321,7/22/2020,Indonesia,91751,4459,50255
4322,7/22/2020,Jambi,136,3,107
4323,7/22/2020,Jawa Barat,6057,203,2532
4324,7/22/2020,Jawa Tengah,10599,706,5189
4325,7/22/2020,Jawa Timur,18819,1770,12059
4326,7/22/2020,Kalimantan Barat,359,4,357
4327,7/22/2020,Kalimantan Selatan,5216,262,2154
4328,7/22/2020,Kalimantan Tengah,1448,80,941
4329,7/22/2020,Kalimantan Timur,994,22,624
4330,7/22/2020,Kalimantan Utara,217,2,209
4331,7/22/2020,Kepulauan Bangka Belitung,182,2,170
4332,7/22/2020,Kepulauan Riau,350,16,304
4333,7/22/2020,Lampung,237,13,179
4334,7/22/2020,Maluku,998,20,622
4335,7/22/2020,Maluku Utara,1346,40,206
4336,7/22/2020,Nusa Tenggara Barat,1789,98,1128
4337,7/22/2020,Nusa Tenggara Timur,137,1,112
4338,7/22/2020,Papua,2673,31,1257
4339,7/22/2020,Papua Barat,376,5,216
4340,7/22/2020,Riau,351,11,235
4341,7/22/2020,Sulawesi Barat,169,3,114
4342,7/22/2020,Sulawesi Selatan,8364,280,5016
4343,7/22/2020,Sulawesi Tengah,196,6,181
4344,7/22/2020,Sulawesi Tenggara,685,11,385
4345,7/22/2020,Sulawesi Utara,2074,122,836
4346,7/22/2020,Sumatera Barat,846,33,713
4347,7/22/2020,Sumatera Selatan,3149,144,1472
4348,7/22/2020,Sumatera Utara,3158,160,827
4349,7/23/2020,Aceh,158,10,77
4350,7/23/2020,Bali,2991,21,912
4351,7/23/2020,Banten,1667,96,1342
4352,7/23/2020,Bengkulu,195,16,117
4353,7/23/2020,DKI Jakarta,17999,759,11318
4354,7/23/2020,Daerah Istimewa Yogyakarta,495,16,335
4355,7/23/2020,Gorontalo,621,31,326
4356,7/23/2020,Indonesia,93657,4576,52164
4357,7/23/2020,Jambi,136,3,110
4358,7/23/2020,Jawa Barat,6110,204,2588
4359,7/23/2020,Jawa Tengah,10939,779,5429
4360,7/23/2020,Jawa Timur,19142,1807,12422
4361,7/23/2020,Kalimantan Barat,359,4,357
4362,7/23/2020,Kalimantan Selatan,5332,262,2269
4363,7/23/2020,Kalimantan Tengah,1475,80,966
4364,7/23/2020,Kalimantan Timur,1034,22,674
4365,7/23/2020,Kalimantan Utara,218,2,209
4366,7/23/2020,Kepulauan Bangka Belitung,183,2,170
4367,7/23/2020,Kepulauan Riau,350,16,308
4368,7/23/2020,Lampung,246,13,182
4369,7/23/2020,Maluku,1010,20,629
4370,7/23/2020,Maluku Utara,1355,40,243
4371,7/23/2020,Nusa Tenggara Barat,1822,98,1141
4372,7/23/2020,Nusa Tenggara Timur,137,1,112
4373,7/23/2020,Papua,2719,31,1261
4374,7/23/2020,Papua Barat,386,5,230
4375,7/23/2020,Riau,355,11,237
4376,7/23/2020,Sulawesi Barat,171,3,117
4377,7/23/2020,Sulawesi Selatan,8483,280,5270
4378,7/23/2020,Sulawesi Tengah,200,7,184
4379,7/23/2020,Sulawesi Tenggara,712,12,389
4380,7/23/2020,Sulawesi Utara,2117,122,947
4381,7/23/2020,Sumatera Barat,849,33,716
4382,7/23/2020,Sumatera Selatan,3165,149,1526
4383,7/23/2020,Sumatera Utara,3262,168,843
4384,7/24/2020,Aceh,162,10,89
4385,7/24/2020,Bali,3053,21,927
4386,7/24/2020,Banten,1679,96,1352
4387,7/24/2020,Bengkulu,196,16,118
4388,7/24/2020,DKI Jakarta,18292,763,11588
4389,7/24/2020,Daerah Istimewa Yogyakarta,518,17,341
4390,7/24/2020,Gorontalo,695,31,337
4391,7/24/2020,Indonesia,95418,4665,53945
4392,7/24/2020,Jambi,138,3,111
4393,7/24/2020,Jawa Barat,6210,206,2609
4394,7/24/2020,Jawa Tengah,11099,827,5566
4395,7/24/2020,Jawa Timur,19705,1837,12770
4396,7/24/2020,Kalimantan Barat,359,4,357
4397,7/24/2020,Kalimantan Selatan,5422,265,2540
4398,7/24/2020,Kalimantan Tengah,1520,80,995
4399,7/24/2020,Kalimantan Timur,1072,24,706
4400,7/24/2020,Kalimantan Utara,218,2,211
4401,7/24/2020,Kepulauan Bangka Belitung,186,2,170
4402,7/24/2020,Kepulauan Riau,352,16,317
4403,7/24/2020,Lampung,246,13,185
4404,7/24/2020,Maluku,1010,20,632
4405,7/24/2020,Maluku Utara,1382,42,261
4406,7/24/2020,Nusa Tenggara Barat,1850,103,1156
4407,7/24/2020,Nusa Tenggara Timur,137,1,112
4408,7/24/2020,Papua,2787,31,1263
4409,7/24/2020,Papua Barat,387,5,232
4410,7/24/2020,Riau,368,11,238
4411,7/24/2020,Sulawesi Barat,175,3,117
4412,7/24/2020,Sulawesi Selatan,8566,283,5830
4413,7/24/2020,Sulawesi Tengah,201,7,184
4414,7/24/2020,Sulawesi Tenggara,735,13,400
4415,7/24/2020,Sulawesi Utara,2161,122,1001
4416,7/24/2020,Sumatera Barat,852,33,722
4417,7/24/2020,Sumatera Selatan,3211,149,1581
4418,7/24/2020,Sumatera Utara,3318,171,876
4419,7/25/2020,Aceh,168,10,91
4420,7/25/2020,Bali,3109,21,942
4421,7/25/2020,Banten,1684,97,1364
4422,7/25/2020,Bengkulu,200,16,118
4423,7/25/2020,DKI Jakarta,18661,763,11763
4424,7/25/2020,Daerah Istimewa Yogyakarta,535,18,347
4425,7/25/2020,Gorontalo,797,31,350
4426,7/25/2020,Indonesia,97286,4714,55354
4427,7/25/2020,Jambi,139,3,112
4428,7/25/2020,Jawa Barat,6276,206,2648
4429,7/25/2020,Jawa Tengah,11321,843,5743
4430,7/25/2020,Jawa Timur,19975,1859,13123
4431,7/25/2020,Kalimantan Barat,365,4,357
4432,7/25/2020,Kalimantan Selatan,5540,270,2718
4433,7/25/2020,Kalimantan Tengah,1587,86,1063
4434,7/25/2020,Kalimantan Timur,1134,26,730
4435,7/25/2020,Kalimantan Utara,266,2,212
4436,7/25/2020,Kepulauan Bangka Belitung,187,2,173
4437,7/25/2020,Kepulauan Riau,355,16,318
4438,7/25/2020,Lampung,247,13,187
4439,7/25/2020,Maluku,1016,20,632
4440,7/25/2020,Maluku Utara,1419,45,266
4441,7/25/2020,Nusa Tenggara Barat,1883,103,1169
4442,7/25/2020,Nusa Tenggara Timur,137,1,112
4443,7/25/2020,Papua,2829,33,1315
4444,7/25/2020,Papua Barat,388,5,232
4445,7/25/2020,Riau,373,11,247
4446,7/25/2020,Sulawesi Barat,187,3,119
4447,7/25/2020,Sulawesi Selatan,8702,286,6069
4448,7/25/2020,Sulawesi Tengah,201,7,185
4449,7/25/2020,Sulawesi Tenggara,752,13,401
4450,7/25/2020,Sulawesi Utara,2215,123,1024
4451,7/25/2020,Sumatera Barat,864,33,735
4452,7/25/2020,Sumatera Selatan,3228,153,1610
4453,7/25/2020,Sumatera Utara,3370,174,900
4454,7/26/2020,Aceh,168,10,91
4455,7/26/2020,Bali,3152,21,955
4456,7/26/2020,Banten,1698,97,1367
4457,7/26/2020,Bengkulu,200,16,118
4458,7/26/2020,DKI Jakarta,19045,767,11924
4459,7/26/2020,Daerah Istimewa Yogyakarta,542,19,347
4460,7/26/2020,Gorontalo,821,33,385
4461,7/26/2020,Indonesia,98778,4781,56655
4462,7/26/2020,Jambi,139,3,112
4463,7/26/2020,Jawa Barat,6335,207,2674
4464,7/26/2020,Jawa Tengah,11415,858,5919
4465,7/26/2020,Jawa Timur,20277,1892,13383
4466,7/26/2020,Kalimantan Barat,365,4,357
4467,7/26/2020,Kalimantan Selatan,5655,272,2849
4468,7/26/2020,Kalimantan Tengah,1632,86,1094
4469,7/26/2020,Kalimantan Timur,1166,28,755
4470,7/26/2020,Kalimantan Utara,266,2,212
4471,7/26/2020,Kepulauan Bangka Belitung,189,2,174
4472,7/26/2020,Kepulauan Riau,356,17,318
4473,7/26/2020,Lampung,250,13,190
4474,7/26/2020,Maluku,1045,21,634
4475,7/26/2020,Maluku Utara,1451,46,270
4476,7/26/2020,Nusa Tenggara Barat,1903,104,1191
4477,7/26/2020,Nusa Tenggara Timur,145,1,112
4478,7/26/2020,Papua,2886,33,1323
4479,7/26/2020,Papua Barat,392,5,232
4480,7/26/2020,Riau,384,11,260
4481,7/26/2020,Sulawesi Barat,192,3,119
4482,7/26/2020,Sulawesi Selatan,8839,295,6069
4483,7/26/2020,Sulawesi Tengah,202,7,185
4484,7/26/2020,Sulawesi Tenggara,768,13,442
4485,7/26/2020,Sulawesi Utara,2262,123,1062
4486,7/26/2020,Sumatera Barat,869,33,741
4487,7/26/2020,Sumatera Selatan,3251,154,1645
4488,7/26/2020,Sumatera Utara,3390,178,919
4489,7/27/2020,Aceh,168,10,91
4490,7/27/2020,Bali,3215,21,964
4491,7/27/2020,Banten,1708,97,1390
4492,7/27/2020,Bengkulu,200,16,118
4493,7/27/2020,DKI Jakarta,19546,777,12036
4494,7/27/2020,Daerah Istimewa Yogyakarta,557,19,351
4495,7/27/2020,Gorontalo,852,33,400
4496,7/27/2020,Indonesia,100303,4838,58173
4497,7/27/2020,Jambi,139,3,112
4498,7/27/2020,Jawa Barat,6393,208,3093
4499,7/27/2020,Jawa Tengah,11627,862,6142
4500,7/27/2020,Jawa Timur,20563,1910,13692
4501,7/27/2020,Kalimantan Barat,365,4,357
4502,7/27/2020,Kalimantan Selatan,5688,275,2916
4503,7/27/2020,Kalimantan Tengah,1653,87,1128
4504,7/27/2020,Kalimantan Timur,1184,28,777
4505,7/27/2020,Kalimantan Utara,266,2,214
4506,7/27/2020,Kepulauan Bangka Belitung,192,2,174
4507,7/27/2020,Kepulauan Riau,358,17,318
4508,7/27/2020,Lampung,252,13,192
4509,7/27/2020,Maluku,1045,21,641
4510,7/27/2020,Maluku Utara,1465,47,291
4511,7/27/2020,Nusa Tenggara Barat,1926,107,1212
4512,7/27/2020,Nusa Tenggara Timur,145,1,112
4513,7/27/2020,Papua,2942,33,1339
4514,7/27/2020,Papua Barat,396,5,234
4515,7/27/2020,Riau,388,11,269
4516,7/27/2020,Sulawesi Barat,193,3,119
4517,7/27/2020,Sulawesi Selatan,8953,299,6077
4518,7/27/2020,Sulawesi Tengah,202,7,185
4519,7/27/2020,Sulawesi Tenggara,769,13,450
4520,7/27/2020,Sulawesi Utara,2312,123,1085
4521,7/27/2020,Sumatera Barat,869,33,744
4522,7/27/2020,Sumatera Selatan,3275,155,1680
4523,7/27/2020,Sumatera Utara,3438,179,932
4524,7/28/2020,Aceh,193,10,91
4525,7/28/2020,Bali,3245,21,975
4526,7/28/2020,Banten,1717,98,1405
4527,7/28/2020,Bengkulu,210,16,118
4528,7/28/2020,DKI Jakarta,19955,793,12410
4529,7/28/2020,Daerah Istimewa Yogyakarta,571,20,356
4530,7/28/2020,Gorontalo,856,33,442
4531,7/28/2020,Indonesia,102051,4901,60539
4532,7/28/2020,Jambi,139,3,113
4533,7/28/2020,Jawa Barat,6551,208,3721
4534,7/28/2020,Jawa Tengah,11812,877,6502
4535,7/28/2020,Jawa Timur,20836,1941,14003
4536,7/28/2020,Kalimantan Barat,381,4,357
4537,7/28/2020,Kalimantan Selatan,5782,279,3073
4538,7/28/2020,Kalimantan Tengah,1677,87,1152
4539,7/28/2020,Kalimantan Timur,1250,28,811
4540,7/28/2020,Kalimantan Utara,268,2,214
4541,7/28/2020,Kepulauan Bangka Belitung,192,2,174
4542,7/28/2020,Kepulauan Riau,366,18,324
4543,7/28/2020,Lampung,252,13,195
4544,7/28/2020,Maluku,1068,22,681
4545,7/28/2020,Maluku Utara,1503,47,313
4546,7/28/2020,Nusa Tenggara Barat,1946,108,1218
4547,7/28/2020,Nusa Tenggara Timur,145,1,112
4548,7/28/2020,Papua,2961,33,1348
4549,7/28/2020,Papua Barat,397,5,263
4550,7/28/2020,Riau,413,12,274
4551,7/28/2020,Sulawesi Barat,195,3,119
4552,7/28/2020,Sulawesi Selatan,9083,303,6332
4553,7/28/2020,Sulawesi Tengah,206,7,188
4554,7/28/2020,Sulawesi Tenggara,769,13,453
4555,7/28/2020,Sulawesi Utara,2356,126,1149
4556,7/28/2020,Sumatera Barat,874,33,748
4557,7/28/2020,Sumatera Selatan,3296,155,1694
4558,7/28/2020,Sumatera Utara,3518,180,950
4559,7/29/2020,Aceh,238,13,91
4560,7/29/2020,Bali,3306,21,996
4561,7/29/2020,Banten,1732,99,1433
4562,7/29/2020,Bengkulu,212,18,119
4563,7/29/2020,DKI Jakarta,20572,807,12660
4564,7/29/2020,Daerah Istimewa Yogyakarta,586,20,368
4565,7/29/2020,Gorontalo,958,33,453
4566,7/29/2020,Indonesia,104432,4975,62138
4567,7/29/2020,Jambi,154,5,115
4568,7/29/2020,Jawa Barat,6671,211,3784
4569,7/29/2020,Jawa Tengah,12126,897,6821
4570,7/29/2020,Jawa Timur,21122,1960,14369
4571,7/29/2020,Kalimantan Barat,381,4,357
4572,7/29/2020,Kalimantan Selatan,5883,287,3144
4573,7/29/2020,Kalimantan Tengah,1677,87,1153
4574,7/29/2020,Kalimantan Timur,1307,28,858
4575,7/29/2020,Kalimantan Utara,268,2,214
4576,7/29/2020,Kepulauan Bangka Belitung,194,2,174
4577,7/29/2020,Kepulauan Riau,374,19,324
4578,7/29/2020,Lampung,252,13,195
4579,7/29/2020,Maluku,1069,22,697
4580,7/29/2020,Maluku Utara,1534,48,330
